,unique_id,forecast_month,forecast_data,forecast_quantity
805,"Half-Finger Gloves, M_Top Sports Supply_Canada",2,2014-07-01,6.0
806,"Half-Finger Gloves, M_Top Sports Supply_Canada",3,2014-08-01,6.0
807,"Half-Finger Gloves, M_Valuable Bike Parts Company_Florida",1,2014-06-01,3.0
808,"Half-Finger Gloves, M_Valuable Bike Parts Company_Florida",2,2014-07-01,3.0
809,"Half-Finger Gloves, M_Valuable Bike Parts Company_Florida",3,2014-08-01,3.0
810,"Half-Finger Gloves, M_Vigorous Exercise Company_Canada",1,2014-06-01,5.0
811,"Half-Finger Gloves, M_Vigorous Exercise Company_Canada",2,2014-07-01,5.0
812,"Half-Finger Gloves, M_Vigorous Exercise Company_Canada",3,2014-08-01,5.0
813,"Half-Finger Gloves, M_Wheelsets Storehouse_Maine",1,2014-06-01,2.0
814,"Half-Finger Gloves, M_Wheelsets Storehouse_Maine",2,2014-07-01,2.0
815,"Half-Finger Gloves, M_Wheelsets Storehouse_Maine",3,2014-08-01,2.0
816,"Half-Finger Gloves, S_Advanced Bike Components_Texas",1,2014-06-01,2.0
817,"Half-Finger Gloves, S_Advanced Bike Components_Texas",2,2014-07-01,2.0
818,"Half-Finger Gloves, S_Advanced Bike Components_Texas",3,2014-08-01,2.0
819,"Half-Finger Gloves, S_Bike Dealers Association_New Mexico",1,2014-06-01,6.0
820,"Half-Finger Gloves, S_Bike Dealers Association_New Mexico",2,2014-07-01,6.0
821,"Half-Finger Gloves, S_Bike Dealers Association_New Mexico",3,2014-08-01,6.0
822,"Half-Finger Gloves, S_Bikes and Motorbikes_Canada",1,2014-06-01,7.0
823,"Half-Finger Gloves, S_Bikes and Motorbikes_Canada",2,2014-07-01,7.0
824,"Half-Finger Gloves, S_Bikes and Motorbikes_Canada",3,2014-08-01,7.0
825,"Half-Finger Gloves, S_Citywide Service and Repair_Canada",1,2014-06-01,6.0
826,"Half-Finger Gloves, S_Citywide Service and Repair_Canada",2,2014-07-01,6.0
827,"Half-Finger Gloves, S_Citywide Service and Repair_Canada",3,2014-08-01,6.0
828,"Half-Finger Gloves, S_Eastside Department Store_California",1,2014-06-01,2.0
829,"Half-Finger Gloves, S_Eastside Department Store_California",2,2014-07-01,2.0
830,"Half-Finger Gloves, S_Eastside Department Store_California",3,2014-08-01,2.0
831,"Half-Finger Gloves, S_Exhilarating Cycles_Michigan",1,2014-06-01,4.0
832,"Half-Finger Gloves, S_Exhilarating Cycles_Michigan",2,2014-07-01,4.0
833,"Half-Finger Gloves, S_Exhilarating Cycles_Michigan",3,2014-08-01,4.0
834,"Half-Finger Gloves, S_Fashionable Department Stores_New York",1,2014-06-01,4.0
835,"Half-Finger Gloves, S_Fashionable Department Stores_New York",2,2014-07-01,4.0
836,"Half-Finger Gloves, S_Fashionable Department Stores_New York",3,2014-08-01,4.0
837,"Half-Finger Gloves, S_Futuristic Sport Distributors_Colorado",1,2014-06-01,4.0
838,"Half-Finger Gloves, S_Futuristic Sport Distributors_Colorado",2,2014-07-01,4.0
839,"Half-Finger Gloves, S_Futuristic Sport Distributors_Colorado",3,2014-08-01,4.0
840,"Half-Finger Gloves, S_Larger Cycle Shop_New York",1,2014-06-01,3.0
841,"Half-Finger Gloves, S_Larger Cycle Shop_New York",2,2014-07-01,3.0
842,"Half-Finger Gloves, S_Larger Cycle Shop_New York",3,2014-08-01,3.0
843,"Half-Finger Gloves, S_Metropolitan Equipment_France",1,2014-06-01,7.0
844,"Half-Finger Gloves, S_Metropolitan Equipment_France",2,2014-07-01,7.0
845,"Half-Finger Gloves, S_Metropolitan Equipment_France",3,2014-08-01,7.0
846,"Half-Finger Gloves, S_Prosperous Tours_United Kingdom",1,2014-06-01,7.0
847,"Half-Finger Gloves, S_Prosperous Tours_United Kingdom",2,2014-07-01,7.0
848,"Half-Finger Gloves, S_Prosperous Tours_United Kingdom",3,2014-08-01,7.0
849,"Half-Finger Gloves, S_Rally Day Mall_Florida",1,2014-06-01,5.0
850,"Half-Finger Gloves, S_Rally Day Mall_Florida",2,2014-07-01,5.0
851,"Half-Finger Gloves, S_Rally Day Mall_Florida",3,2014-08-01,5.0
852,"Half-Finger Gloves, S_Rapid Bikes_Canada",1,2014-06-01,9.0
853,"Half-Finger Gloves, S_Rapid Bikes_Canada",2,2014-07-01,9.0
854,"Half-Finger Gloves, S_Rapid Bikes_Canada",3,2014-08-01,9.0
855,"Half-Finger Gloves, S_Real Sporting Goods_Arizona",1,2014-06-01,5.0
856,"Half-Finger Gloves, S_Real Sporting Goods_Arizona",2,2014-07-01,5.0
857,"Half-Finger Gloves, S_Real Sporting Goods_Arizona",3,2014-08-01,5.0
858,"Half-Finger Gloves, S_Registered Cycle Store_France",1,2014-06-01,4.0
859,"Half-Finger Gloves, S_Registered Cycle Store_France",2,2014-07-01,4.0
860,"Half-Finger Gloves, S_Registered Cycle Store_France",3,2014-08-01,4.0
861,"Half-Finger Gloves, S_Rewarding Activities Company_Canada",1,2014-06-01,4.0
862,"Half-Finger Gloves, S_Rewarding Activities Company_Canada",2,2014-07-01,4.0
863,"Half-Finger Gloves, S_Rewarding Activities Company_Canada",3,2014-08-01,4.0
864,"Half-Finger Gloves, S_Sales and Supply Company_Virginia",1,2014-06-01,8.0
865,"Half-Finger Gloves, S_Sales and Supply Company_Virginia",2,2014-07-01,8.0
866,"Half-Finger Gloves, S_Sales and Supply Company_Virginia",3,2014-08-01,8.0
867,"Half-Finger Gloves, S_Steel Inc._France",1,2014-06-01,3.0
868,"Half-Finger Gloves, S_Steel Inc._France",2,2014-07-01,3.0
869,"Half-Finger Gloves, S_Steel Inc._France",3,2014-08-01,3.0
870,"Half-Finger Gloves, S_Top Sports Supply_Canada",1,2014-06-01,5.0
871,"Half-Finger Gloves, S_Top Sports Supply_Canada",2,2014-07-01,5.0
872,"Half-Finger Gloves, S_Top Sports Supply_Canada",3,2014-08-01,5.0
873,"Half-Finger Gloves, S_Vigorous Exercise Company_Canada",1,2014-06-01,4.0
874,"Half-Finger Gloves, S_Vigorous Exercise Company_Canada",2,2014-07-01,4.0
875,"Half-Finger Gloves, S_Vigorous Exercise Company_Canada",3,2014-08-01,4.0
876,"Half-Finger Gloves, S_Wheelsets Storehouse_Maine",1,2014-06-01,3.0
877,"Half-Finger Gloves, S_Wheelsets Storehouse_Maine",2,2014-07-01,3.0
878,"Half-Finger Gloves, S_Wheelsets Storehouse_Maine",3,2014-08-01,3.0
879,LL Mountain Handlebars_Bicycle Lines Distributors_Missouri,1,2014-06-01,2.0
880,LL Mountain Handlebars_Bicycle Lines Distributors_Missouri,2,2014-07-01,2.0
881,LL Mountain Handlebars_Bicycle Lines Distributors_Missouri,3,2014-08-01,2.0
882,LL Mountain Handlebars_Catalog Store_Michigan,1,2014-06-01,4.0
883,LL Mountain Handlebars_Catalog Store_Michigan,2,2014-07-01,4.0
884,LL Mountain Handlebars_Catalog Store_Michigan,3,2014-08-01,4.0
885,LL Mountain Handlebars_Chic Department Stores_Texas,1,2014-06-01,2.0
886,LL Mountain Handlebars_Chic Department Stores_Texas,2,2014-07-01,2.0
887,LL Mountain Handlebars_Chic Department Stores_Texas,3,2014-08-01,2.0
888,LL Mountain Handlebars_Closeout Boutique_Washington,1,2014-06-01,5.0
889,LL Mountain Handlebars_Closeout Boutique_Washington,2,2014-07-01,5.0
890,LL Mountain Handlebars_Closeout Boutique_Washington,3,2014-08-01,5.0
891,LL Mountain Handlebars_Extraordinary Bike Works_Texas,1,2014-06-01,4.0
892,LL Mountain Handlebars_Extraordinary Bike Works_Texas,2,2014-07-01,4.0
893,LL Mountain Handlebars_Extraordinary Bike Works_Texas,3,2014-08-01,4.0
894,LL Mountain Handlebars_Genial Bike Associates_Texas,1,2014-06-01,3.0
895,LL Mountain Handlebars_Genial Bike Associates_Texas,2,2014-07-01,3.0
896,LL Mountain Handlebars_Genial Bike Associates_Texas,3,2014-08-01,3.0
897,LL Mountain Handlebars_Grand Discount Store_Indiana,1,2014-06-01,3.0
898,LL Mountain Handlebars_Grand Discount Store_Indiana,2,2014-07-01,3.0
899,LL Mountain Handlebars_Grand Discount Store_Indiana,3,2014-08-01,3.0
900,LL Mountain Handlebars_Leather Seat Factory_Canada,1,2014-06-01,2.0
901,LL Mountain Handlebars_Leather Seat Factory_Canada,2,2014-07-01,2.0
902,LL Mountain Handlebars_Leather Seat Factory_Canada,3,2014-08-01,2.0
903,LL Mountain Handlebars_Metropolitan Bicycle Supply_United Kingdom,1,2014-06-01,4.0
904,LL Mountain Handlebars_Metropolitan Bicycle Supply_United Kingdom,2,2014-07-01,4.0
905,LL Mountain Handlebars_Metropolitan Bicycle Supply_United Kingdom,3,2014-08-01,4.0
906,LL Mountain Handlebars_Paint Supply_Texas,1,2014-06-01,2.0
907,LL Mountain Handlebars_Paint Supply_Texas,2,2014-07-01,2.0
908,LL Mountain Handlebars_Paint Supply_Texas,3,2014-08-01,2.0
909,LL Mountain Handlebars_Permanent Finish Products_Nevada,1,2014-06-01,5.0
910,LL Mountain Handlebars_Permanent Finish Products_Nevada,2,2014-07-01,5.0
911,LL Mountain Handlebars_Permanent Finish Products_Nevada,3,2014-08-01,5.0
912,LL Mountain Handlebars_Rapid Bikes_Canada,1,2014-06-01,1.0
913,LL Mountain Handlebars_Rapid Bikes_Canada,2,2014-07-01,1.0
914,LL Mountain Handlebars_Rapid Bikes_Canada,3,2014-08-01,1.0
915,LL Mountain Handlebars_Real Sporting Goods_Arizona,1,2014-06-01,1.0
916,LL Mountain Handlebars_Real Sporting Goods_Arizona,2,2014-07-01,1.0
917,LL Mountain Handlebars_Real Sporting Goods_Arizona,3,2014-08-01,1.0
918,LL Mountain Handlebars_Registered Cycle Store_France,1,2014-06-01,2.0
919,LL Mountain Handlebars_Registered Cycle Store_France,2,2014-07-01,2.0
920,LL Mountain Handlebars_Registered Cycle Store_France,3,2014-08-01,2.0
921,LL Mountain Handlebars_Safe Cycles Shop_Washington,1,2014-06-01,5.0
922,LL Mountain Handlebars_Safe Cycles Shop_Washington,2,2014-07-01,5.0
923,LL Mountain Handlebars_Safe Cycles Shop_Washington,3,2014-08-01,5.0
924,LL Mountain Handlebars_Satin Finish Company_Texas,1,2014-06-01,1.0
925,LL Mountain Handlebars_Satin Finish Company_Texas,2,2014-07-01,1.0
926,LL Mountain Handlebars_Satin Finish Company_Texas,3,2014-08-01,1.0
927,LL Mountain Handlebars_Top Sports Supply_Canada,1,2014-06-01,3.0
928,LL Mountain Handlebars_Top Sports Supply_Canada,2,2014-07-01,3.0
929,LL Mountain Handlebars_Top Sports Supply_Canada,3,2014-08-01,3.0
930,LL Mountain Handlebars_Trailblazing Sports_California,1,2014-06-01,1.0
931,LL Mountain Handlebars_Trailblazing Sports_California,2,2014-07-01,1.0
932,LL Mountain Handlebars_Trailblazing Sports_California,3,2014-08-01,1.0
933,LL Mountain Handlebars_Vigorous Exercise Company_Canada,1,2014-06-01,2.0
934,LL Mountain Handlebars_Vigorous Exercise Company_Canada,2,2014-07-01,2.0
935,LL Mountain Handlebars_Vigorous Exercise Company_Canada,3,2014-08-01,2.0
936,"LL Road Frame - Black, 44_Exhilarating Cycles_Michigan",1,2014-06-01,2.0
937,"LL Road Frame - Black, 44_Exhilarating Cycles_Michigan",2,2014-07-01,2.0
938,"LL Road Frame - Black, 44_Exhilarating Cycles_Michigan",3,2014-08-01,2.0
939,"LL Road Frame - Black, 44_Health Spa, Limited_Canada",1,2014-06-01,2.0
940,"LL Road Frame - Black, 44_Health Spa, Limited_Canada",2,2014-07-01,2.0
941,"LL Road Frame - Black, 44_Health Spa, Limited_Canada",3,2014-08-01,2.0
942,"LL Road Frame - Black, 52_Advanced Bike Components_Texas",1,2014-06-01,1.0
943,"LL Road Frame - Black, 52_Advanced Bike Components_Texas",2,2014-07-01,1.0
944,"LL Road Frame - Black, 52_Advanced Bike Components_Texas",3,2014-08-01,1.0
945,"LL Road Frame - Black, 52_Bike Dealers Association_New Mexico",1,2014-06-01,2.0
946,"LL Road Frame - Black, 52_Bike Dealers Association_New Mexico",2,2014-07-01,2.0
947,"LL Road Frame - Black, 52_Bike Dealers Association_New Mexico",3,2014-08-01,2.0
948,"LL Road Frame - Black, 52_Bikes and Motorbikes_Canada",1,2014-06-01,6.0
949,"LL Road Frame - Black, 52_Bikes and Motorbikes_Canada",2,2014-07-01,6.0
950,"LL Road Frame - Black, 52_Bikes and Motorbikes_Canada",3,2014-08-01,6.0
951,"LL Road Frame - Black, 52_Citywide Service and Repair_Canada",1,2014-06-01,2.0
952,"LL Road Frame - Black, 52_Citywide Service and Repair_Canada",2,2014-07-01,2.0
953,"LL Road Frame - Black, 52_Citywide Service and Repair_Canada",3,2014-08-01,2.0
954,"LL Road Frame - Black, 52_Corner Bicycle Supply_Canada",1,2014-06-01,4.0
955,"LL Road Frame - Black, 52_Corner Bicycle Supply_Canada",2,2014-07-01,4.0
956,"LL Road Frame - Black, 52_Corner Bicycle Supply_Canada",3,2014-08-01,4.0
957,"LL Road Frame - Black, 52_Custom Accessories Company_Canada",1,2014-06-01,3.0
958,"LL Road Frame - Black, 52_Custom Accessories Company_Canada",2,2014-07-01,3.0
959,"LL Road Frame - Black, 52_Custom Accessories Company_Canada",3,2014-08-01,3.0
960,"LL Road Frame - Black, 52_Eastside Department Store_California",1,2014-06-01,4.0
961,"LL Road Frame - Black, 52_Eastside Department Store_California",2,2014-07-01,4.0
962,"LL Road Frame - Black, 52_Eastside Department Store_California",3,2014-08-01,4.0
963,"LL Road Frame - Black, 52_Excellent Riding Supplies_Tennessee",1,2014-06-01,5.0
964,"LL Road Frame - Black, 52_Excellent Riding Supplies_Tennessee",2,2014-07-01,5.0
965,"LL Road Frame - Black, 52_Excellent Riding Supplies_Tennessee",3,2014-08-01,5.0
966,"LL Road Frame - Black, 52_Exhilarating Cycles_Michigan",1,2014-06-01,2.0
967,"LL Road Frame - Black, 52_Exhilarating Cycles_Michigan",2,2014-07-01,2.0
968,"LL Road Frame - Black, 52_Exhilarating Cycles_Michigan",3,2014-08-01,2.0
969,"LL Road Frame - Black, 52_Farthermost Bike Shop_California",1,2014-06-01,2.0
970,"LL Road Frame - Black, 52_Farthermost Bike Shop_California",2,2014-07-01,2.0
971,"LL Road Frame - Black, 52_Farthermost Bike Shop_California",3,2014-08-01,2.0
972,"LL Road Frame - Black, 52_First Bike Store_Missouri",1,2014-06-01,4.0
973,"LL Road Frame - Black, 52_First Bike Store_Missouri",2,2014-07-01,4.0
974,"LL Road Frame - Black, 52_First Bike Store_Missouri",3,2014-08-01,4.0
975,"LL Road Frame - Black, 52_Fitness Toy Store_Texas",1,2014-06-01,4.0
976,"LL Road Frame - Black, 52_Fitness Toy Store_Texas",2,2014-07-01,4.0
977,"LL Road Frame - Black, 52_Fitness Toy Store_Texas",3,2014-08-01,4.0
978,"LL Road Frame - Black, 52_Friendly Bike Shop_Washington",1,2014-06-01,4.0
979,"LL Road Frame - Black, 52_Friendly Bike Shop_Washington",2,2014-07-01,4.0
980,"LL Road Frame - Black, 52_Friendly Bike Shop_Washington",3,2014-08-01,4.0
981,"LL Road Frame - Black, 52_Futuristic Sport Distributors_Colorado",1,2014-06-01,1.0
982,"LL Road Frame - Black, 52_Futuristic Sport Distributors_Colorado",2,2014-07-01,1.0
983,"LL Road Frame - Black, 52_Futuristic Sport Distributors_Colorado",3,2014-08-01,1.0
984,"LL Road Frame - Black, 52_Getaway Inn_France",1,2014-06-01,3.0
985,"LL Road Frame - Black, 52_Getaway Inn_France",2,2014-07-01,3.0
986,"LL Road Frame - Black, 52_Getaway Inn_France",3,2014-08-01,3.0
987,"LL Road Frame - Black, 52_Good Bike Shop_Wisconsin",1,2014-06-01,6.0
988,"LL Road Frame - Black, 52_Good Bike Shop_Wisconsin",2,2014-07-01,6.0
989,"LL Road Frame - Black, 52_Good Bike Shop_Wisconsin",3,2014-08-01,6.0
990,"LL Road Frame - Black, 52_Health Spa, Limited_Canada",1,2014-06-01,3.0
991,"LL Road Frame - Black, 52_Health Spa, Limited_Canada",2,2014-07-01,3.0
992,"LL Road Frame - Black, 52_Health Spa, Limited_Canada",3,2014-08-01,3.0
993,"LL Road Frame - Black, 52_Larger Cycle Shop_New York",1,2014-06-01,3.0
994,"LL Road Frame - Black, 52_Larger Cycle Shop_New York",2,2014-07-01,3.0
995,"LL Road Frame - Black, 52_Larger Cycle Shop_New York",3,2014-08-01,3.0
996,"LL Road Frame - Black, 52_Lease-a-Bike Shop_Connecticut",1,2014-06-01,3.0
997,"LL Road Frame - Black, 52_Lease-a-Bike Shop_Connecticut",2,2014-07-01,3.0
998,"LL Road Frame - Black, 52_Lease-a-Bike Shop_Connecticut",3,2014-08-01,3.0
999,"LL Road Frame - Black, 52_Mail-Order Outlet_Washington",1,2014-06-01,2.0
1000,"LL Road Frame - Black, 52_Mail-Order Outlet_Washington",2,2014-07-01,2.0
1001,"LL Road Frame - Black, 52_Mail-Order Outlet_Washington",3,2014-08-01,2.0
1002,"LL Road Frame - Black, 52_Metropolitan Equipment_France",1,2014-06-01,3.0
1003,"LL Road Frame - Black, 52_Metropolitan Equipment_France",2,2014-07-01,3.0
1004,"LL Road Frame - Black, 52_Metropolitan Equipment_France",3,2014-08-01,3.0
1005,"LL Road Frame - Black, 52_Modular Cycle Systems_Texas",1,2014-06-01,3.0
1006,"LL Road Frame - Black, 52_Modular Cycle Systems_Texas",2,2014-07-01,3.0
1007,"LL Road Frame - Black, 52_Modular Cycle Systems_Texas",3,2014-08-01,3.0
1008,"LL Road Frame - Black, 52_National Manufacturing_Canada",1,2014-06-01,1.0
1009,"LL Road Frame - Black, 52_National Manufacturing_Canada",2,2014-07-01,1.0
1010,"LL Road Frame - Black, 52_National Manufacturing_Canada",3,2014-08-01,1.0
1011,"LL Road Frame - Black, 52_New and Used Bicycles_North Carolina",1,2014-06-01,1.0
1012,"LL Road Frame - Black, 52_New and Used Bicycles_North Carolina",2,2014-07-01,1.0
1013,"LL Road Frame - Black, 52_New and Used Bicycles_North Carolina",3,2014-08-01,1.0
1014,"LL Road Frame - Black, 52_Number 1 Supply_California",1,2014-06-01,3.0
1015,"LL Road Frame - Black, 52_Number 1 Supply_California",2,2014-07-01,3.0
1016,"LL Road Frame - Black, 52_Number 1 Supply_California",3,2014-08-01,3.0
1017,"LL Road Frame - Black, 52_Outdoor Equipment Store_New Hampshire",1,2014-06-01,6.0
1018,"LL Road Frame - Black, 52_Outdoor Equipment Store_New Hampshire",2,2014-07-01,6.0
1019,"LL Road Frame - Black, 52_Outdoor Equipment Store_New Hampshire",3,2014-08-01,6.0
1020,"LL Road Frame - Black, 52_Preferred Bikes_California",1,2014-06-01,2.0
1021,"LL Road Frame - Black, 52_Preferred Bikes_California",2,2014-07-01,2.0
1022,"LL Road Frame - Black, 52_Preferred Bikes_California",3,2014-08-01,2.0
1023,"LL Road Frame - Black, 52_Primary Bike Distributors_Canada",1,2014-06-01,2.0
1024,"LL Road Frame - Black, 52_Primary Bike Distributors_Canada",2,2014-07-01,2.0
1025,"LL Road Frame - Black, 52_Primary Bike Distributors_Canada",3,2014-08-01,2.0
1026,"LL Road Frame - Black, 52_Prosperous Tours_United Kingdom",1,2014-06-01,3.0
1027,"LL Road Frame - Black, 52_Prosperous Tours_United Kingdom",2,2014-07-01,3.0
1028,"LL Road Frame - Black, 52_Prosperous Tours_United Kingdom",3,2014-08-01,3.0
1029,"LL Road Frame - Black, 52_Quantity Discounts_California",1,2014-06-01,1.0
1030,"LL Road Frame - Black, 52_Quantity Discounts_California",2,2014-07-01,1.0
1031,"LL Road Frame - Black, 52_Quantity Discounts_California",3,2014-08-01,1.0
1032,"LL Road Frame - Black, 52_Racing Sales and Service_France",1,2014-06-01,3.0
1033,"LL Road Frame - Black, 52_Racing Sales and Service_France",2,2014-07-01,3.0
1034,"LL Road Frame - Black, 52_Racing Sales and Service_France",3,2014-08-01,3.0
1035,"LL Road Frame - Black, 52_Rally Day Mall_Florida",1,2014-06-01,1.0
1036,"LL Road Frame - Black, 52_Rally Day Mall_Florida",2,2014-07-01,1.0
1037,"LL Road Frame - Black, 52_Rally Day Mall_Florida",3,2014-08-01,1.0
1038,"LL Road Frame - Black, 52_Retail Mall_Canada",1,2014-06-01,2.0
1039,"LL Road Frame - Black, 52_Retail Mall_Canada",2,2014-07-01,2.0
1040,"LL Road Frame - Black, 52_Retail Mall_Canada",3,2014-08-01,2.0
1041,"LL Road Frame - Black, 52_Retail Sales and Service_New Hampshire",1,2014-06-01,3.0
1042,"LL Road Frame - Black, 52_Retail Sales and Service_New Hampshire",2,2014-07-01,3.0
1043,"LL Road Frame - Black, 52_Retail Sales and Service_New Hampshire",3,2014-08-01,3.0
1044,"LL Road Frame - Black, 52_Rewarding Activities Company_Canada",1,2014-06-01,2.0
1045,"LL Road Frame - Black, 52_Rewarding Activities Company_Canada",2,2014-07-01,2.0
1046,"LL Road Frame - Black, 52_Rewarding Activities Company_Canada",3,2014-08-01,2.0
1047,"LL Road Frame - Black, 52_Riders Company_Minnesota",1,2014-06-01,3.0
1048,"LL Road Frame - Black, 52_Riders Company_Minnesota",2,2014-07-01,3.0
1049,"LL Road Frame - Black, 52_Riders Company_Minnesota",3,2014-08-01,3.0
1050,"LL Road Frame - Black, 52_Separate Parts Corporation_California",1,2014-06-01,3.0
1051,"LL Road Frame - Black, 52_Separate Parts Corporation_California",2,2014-07-01,3.0
1052,"LL Road Frame - Black, 52_Separate Parts Corporation_California",3,2014-08-01,3.0
1053,"LL Road Frame - Black, 52_Seventh Bike Store_New Hampshire",1,2014-06-01,2.0
1054,"LL Road Frame - Black, 52_Seventh Bike Store_New Hampshire",2,2014-07-01,2.0
1055,"LL Road Frame - Black, 52_Seventh Bike Store_New Hampshire",3,2014-08-01,2.0
1056,"LL Road Frame - Black, 52_Sheet Metal Manufacturing_Texas",1,2014-06-01,3.0
1057,"LL Road Frame - Black, 52_Sheet Metal Manufacturing_Texas",2,2014-07-01,3.0
1058,"LL Road Frame - Black, 52_Sheet Metal Manufacturing_Texas",3,2014-08-01,3.0
1059,"LL Road Frame - Black, 52_Sundry Sporting Goods_Canada",1,2014-06-01,2.0
1060,"LL Road Frame - Black, 52_Sundry Sporting Goods_Canada",2,2014-07-01,2.0
1061,"LL Road Frame - Black, 52_Sundry Sporting Goods_Canada",3,2014-08-01,2.0
1062,"LL Road Frame - Black, 52_Tenth Bike Store_Canada",1,2014-06-01,4.0
1063,"LL Road Frame - Black, 52_Tenth Bike Store_Canada",2,2014-07-01,4.0
1064,"LL Road Frame - Black, 52_Tenth Bike Store_Canada",3,2014-08-01,4.0
1065,"LL Road Frame - Black, 52_Thorough Parts and Repair Services_Washington",1,2014-06-01,6.0
1066,"LL Road Frame - Black, 52_Thorough Parts and Repair Services_Washington",2,2014-07-01,6.0
1067,"LL Road Frame - Black, 52_Thorough Parts and Repair Services_Washington",3,2014-08-01,6.0
1068,"LL Road Frame - Black, 52_Totes & Baskets Company_Texas",1,2014-06-01,2.0
1069,"LL Road Frame - Black, 52_Totes & Baskets Company_Texas",2,2014-07-01,2.0
1070,"LL Road Frame - Black, 52_Totes & Baskets Company_Texas",3,2014-08-01,2.0
1071,"LL Road Frame - Black, 58_Advanced Bike Components_Texas",1,2014-06-01,2.0
1072,"LL Road Frame - Black, 58_Advanced Bike Components_Texas",2,2014-07-01,2.0
1073,"LL Road Frame - Black, 58_Advanced Bike Components_Texas",3,2014-08-01,2.0
1074,"LL Road Frame - Black, 58_Bike Boutique_Ohio",1,2014-06-01,1.0
1075,"LL Road Frame - Black, 58_Bike Boutique_Ohio",2,2014-07-01,1.0
1076,"LL Road Frame - Black, 58_Bike Boutique_Ohio",3,2014-08-01,1.0
1077,"LL Road Frame - Black, 58_Bike Dealers Association_New Mexico",1,2014-06-01,2.0
1078,"LL Road Frame - Black, 58_Bike Dealers Association_New Mexico",2,2014-07-01,2.0
1079,"LL Road Frame - Black, 58_Bike Dealers Association_New Mexico",3,2014-08-01,2.0
1080,"LL Road Frame - Black, 58_Bikes and Motorbikes_Canada",1,2014-06-01,4.0
1081,"LL Road Frame - Black, 58_Bikes and Motorbikes_Canada",2,2014-07-01,4.0
1082,"LL Road Frame - Black, 58_Bikes and Motorbikes_Canada",3,2014-08-01,4.0
1083,"LL Road Frame - Black, 58_Corner Bicycle Supply_Canada",1,2014-06-01,3.0
1084,"LL Road Frame - Black, 58_Corner Bicycle Supply_Canada",2,2014-07-01,3.0
1085,"LL Road Frame - Black, 58_Corner Bicycle Supply_Canada",3,2014-08-01,3.0
1086,"LL Road Frame - Black, 58_Custom Accessories Company_Canada",1,2014-06-01,1.0
1087,"LL Road Frame - Black, 58_Custom Accessories Company_Canada",2,2014-07-01,1.0
1088,"LL Road Frame - Black, 58_Custom Accessories Company_Canada",3,2014-08-01,1.0
1089,"LL Road Frame - Black, 58_Eastside Department Store_California",1,2014-06-01,6.0
1090,"LL Road Frame - Black, 58_Eastside Department Store_California",2,2014-07-01,6.0
1091,"LL Road Frame - Black, 58_Eastside Department Store_California",3,2014-08-01,6.0
1092,"LL Road Frame - Black, 58_Excellent Riding Supplies_Tennessee",1,2014-06-01,2.0
1093,"LL Road Frame - Black, 58_Excellent Riding Supplies_Tennessee",2,2014-07-01,2.0
1094,"LL Road Frame - Black, 58_Excellent Riding Supplies_Tennessee",3,2014-08-01,2.0
1095,"LL Road Frame - Black, 58_Exhilarating Cycles_Michigan",1,2014-06-01,1.0
1096,"LL Road Frame - Black, 58_Exhilarating Cycles_Michigan",2,2014-07-01,1.0
1097,"LL Road Frame - Black, 58_Exhilarating Cycles_Michigan",3,2014-08-01,1.0
1098,"LL Road Frame - Black, 58_Finer Riding Supplies_Canada",1,2014-06-01,3.0
1099,"LL Road Frame - Black, 58_Finer Riding Supplies_Canada",2,2014-07-01,3.0
1100,"LL Road Frame - Black, 58_Finer Riding Supplies_Canada",3,2014-08-01,3.0
1101,"LL Road Frame - Black, 58_Fitness Toy Store_Texas",1,2014-06-01,5.0
1102,"LL Road Frame - Black, 58_Fitness Toy Store_Texas",2,2014-07-01,5.0
1103,"LL Road Frame - Black, 58_Fitness Toy Store_Texas",3,2014-08-01,5.0
1104,"LL Road Frame - Black, 58_Getaway Inn_France",1,2014-06-01,2.0
1105,"LL Road Frame - Black, 58_Getaway Inn_France",2,2014-07-01,2.0
1106,"LL Road Frame - Black, 58_Getaway Inn_France",3,2014-08-01,2.0
1107,"LL Road Frame - Black, 58_Health Spa, Limited_Canada",1,2014-06-01,4.0
1108,"LL Road Frame - Black, 58_Health Spa, Limited_Canada",2,2014-07-01,4.0
1109,"LL Road Frame - Black, 58_Health Spa, Limited_Canada",3,2014-08-01,4.0
1110,"LL Road Frame - Black, 58_Larger Cycle Shop_New York",1,2014-06-01,1.0
1111,"LL Road Frame - Black, 58_Larger Cycle Shop_New York",2,2014-07-01,1.0
1112,"LL Road Frame - Black, 58_Larger Cycle Shop_New York",3,2014-08-01,1.0
1113,"LL Road Frame - Black, 58_Lease-a-Bike Shop_Connecticut",1,2014-06-01,2.0
1114,"LL Road Frame - Black, 58_Lease-a-Bike Shop_Connecticut",2,2014-07-01,2.0
1115,"LL Road Frame - Black, 58_Lease-a-Bike Shop_Connecticut",3,2014-08-01,2.0
1116,"LL Road Frame - Black, 58_Metropolitan Equipment_France",1,2014-06-01,4.0
1117,"LL Road Frame - Black, 58_Metropolitan Equipment_France",2,2014-07-01,4.0
1118,"LL Road Frame - Black, 58_Metropolitan Equipment_France",3,2014-08-01,4.0
1119,"LL Road Frame - Black, 58_Outdoor Equipment Store_New Hampshire",1,2014-06-01,5.0
1120,"LL Road Frame - Black, 58_Outdoor Equipment Store_New Hampshire",2,2014-07-01,5.0
